Date,PnL_Order,PnL_Category,PnL_Line,Entity,BusinessUnit,Prior_Year,Budget,Actual
2024-01-01,2,Revenue,Subscription Revenue,United States,Hardware,784755,885121,899812
2024-01-01,3,Revenue,Service Revenue,United States,Hardware,459221,516321,520034
2024-01-01,4,Revenue,Support & Maintenance,United States,Hardware,246621,265536,258171
2024-01-01,5,COGS,Direct Materials,United States,Hardware,-323181,-351215,-344440
2024-01-01,6,COGS,Direct Labor,United States,Hardware,-293525,-324199,-319071
2024-01-01,7,COGS,Cloud & Hosting,United States,Hardware,-149681,-162099,-153767
2024-01-01,8,COGS,Support Delivery,United States,Hardware,-114145,-121574,-115876
2024-01-01,9,Operating Expenses,Sales,United States,Hardware,-213784,-243149,-228887
2024-01-01,10,Operating Expenses,Marketing,United States,Hardware,-180558,-202624,-204548
2024-01-01,11,Operating Expenses,Research & Development,United States,Hardware,-260313,-297182,-280355
2024-01-01,12,Operating Expenses,General & Administrative,United States,Hardware,-161019,-175608,-167168
2024-01-01,13,Operating Expenses,IT & Systems,United States,Hardware,-88845,-94558,-93672
2024-01-01,14,Operating Expenses,Facilities & Rent,United States,Hardware,-72496,-81050,-79668
2024-01-01,15,Operating Expenses,Depreciation & Amort.,United States,Hardware,-67341,-74296,-73577
2024-01-01,16,Other,Interest Income,United States,Hardware,14312,16210,16277
2024-01-01,17,Other,Interest Expense,United States,Hardware,-34934,-37823,-37778
2024-01-01,18,Other,FX Gain/(Loss),United States,Hardware,-17866,-20262,-20006
2024-01-01,19,Other,Other Income/(Expense),United States,Hardware,23789,27017,26410
2024-01-01,20,Other,Income Tax,United States,Hardware,-112302,-121574,-123920
2024-01-01,1,Revenue,Product Revenue,Nordics,Software,411926,461001,450363
2024-01-01,2,Revenue,Subscription Revenue,Nordics,Software,312046,345751,329604
2024-01-01,3,Revenue,Service Revenue,Nordics,Software,184943,201688,191470
2024-01-01,4,Revenue,Support & Maintenance,Nordics,Software,90667,103725,104495
2024-01-01,5,COGS,Direct Materials,Nordics,Software,-123083,-137193,-137054
2024-01-01,6,COGS,Direct Labor,Nordics,Software,-114288,-126640,-120485
2024-01-01,7,COGS,Cloud & Hosting,Nordics,Software,-57974,-63320,-59798
2024-01-01,8,COGS,Support Delivery,Nordics,Software,-44666,-47490,-46066
2024-01-01,9,Operating Expenses,Sales,Nordics,Software,-87049,-94980,-95292
2024-01-01,10,Operating Expenses,Marketing,Nordics,Software,-72293,-79150,-76338
2024-01-01,11,Operating Expenses,Research & Development,Nordics,Software,-104815,-116087,-109551
2024-01-01,12,Operating Expenses,General & Administrative,Nordics,Software,-62581,-68597,-66445
2024-01-01,13,Operating Expenses,IT & Systems,Nordics,Software,-33404,-36937,-37600
2024-01-01,14,Operating Expenses,Facilities & Rent,Nordics,Software,-28649,-31660,-31163
2024-01-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Software,-25906,-29022,-29369
2024-01-01,16,Other,Interest Income,Nordics,Software,5632,6332,6023
2024-01-01,17,Other,Interest Expense,Nordics,Software,-12911,-14775,-14048
2024-01-01,18,Other,FX Gain/(Loss),Nordics,Software,-7451,-7915,-7614
2024-01-01,19,Other,Other Income/(Expense),Nordics,Software,9410,10553,10733
2024-01-01,20,Other,Income Tax,Nordics,Software,-41961,-47490,-47956
2024-01-01,1,Revenue,Product Revenue,Nordics,Services,245014,276600,265200
2024-01-01,2,Revenue,Subscription Revenue,Nordics,Services,186165,207450,205802
2024-01-01,3,Revenue,Service Revenue,Nordics,Services,113912,121013,118883
2024-01-01,4,Revenue,Support & Maintenance,Nordics,Services,56932,62235,63112
2024-01-01,5,COGS,Direct Materials,Nordics,Services,-72023,-82316,-80969
2024-01-01,6,COGS,Direct Labor,Nordics,Services,-70892,-75984,-71659
2024-01-01,7,COGS,Cloud & Hosting,Nordics,Services,-35147,-37992,-37825
2024-01-01,8,COGS,Support Delivery,Nordics,Services,-24972,-28494,-28614
2024-01-01,9,Operating Expenses,Sales,Nordics,Services,-51355,-56988,-57889
2024-01-01,10,Operating Expenses,Marketing,Nordics,Services,-42159,-47490,-44777
2024-01-01,11,Operating Expenses,Research & Development,Nordics,Services,-64859,-69652,-70288
2024-01-01,12,Operating Expenses,General & Administrative,Nordics,Services,-36643,-41158,-39031
2024-01-01,13,Operating Expenses,IT & Systems,Nordics,Services,-19420,-22162,-22549
2024-01-01,14,Operating Expenses,Facilities & Rent,Nordics,Services,-16756,-18996,-19113
2024-01-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Services,-15211,-17413,-17472
2024-01-01,16,Other,Interest Income,Nordics,Services,3449,3799,3672
2024-01-01,17,Other,Interest Expense,Nordics,Services,-7750,-8865,-8724
2024-01-01,18,Other,FX Gain/(Loss),Nordics,Services,-4199,-4749,-4551
2024-01-01,19,Other,Other Income/(Expense),Nordics,Services,5968,6332,6266
2024-01-01,20,Other,Income Tax,Nordics,Services,-26770,-28494,-27999
2024-01-01,1,Revenue,Product Revenue,Nordics,Hardware,326635,368801,369974
2024-01-01,2,Revenue,Subscription Revenue,Nordics,Hardware,259479,276600,279291
2024-01-01,3,Revenue,Service Revenue,Nordics,Hardware,146937,161350,159436
2024-01-01,4,Revenue,Support & Maintenance,Nordics,Hardware,76104,82980,84254
2024-01-01,5,COGS,Direct Materials,Nordics,Hardware,-96603,-109755,-108935
2024-01-01,6,COGS,Direct Labor,Nordics,Hardware,-94754,-101312,-96880
2024-01-01,7,COGS,Cloud & Hosting,Nordics,Hardware,-46224,-50656,-49036
2024-01-01,8,COGS,Support Delivery,Nordics,Hardware,-35462,-37992,-37251
2024-01-01,9,Operating Expenses,Sales,Nordics,Hardware,-70221,-75984,-72514
2024-01-01,10,Operating Expenses,Marketing,Nordics,Hardware,-59054,-63320,-60377
2024-01-01,11,Operating Expenses,Research & Development,Nordics,Hardware,-87405,-92869,-93089
2024-01-01,12,Operating Expenses,General & Administrative,Nordics,Hardware,-51108,-54877,-55074
2024-01-01,13,Operating Expenses,IT & Systems,Nordics,Hardware,-26852,-29549,-29059
2024-01-01,14,Operating Expenses,Facilities & Rent,Nordics,Hardware,-23847,-25328,-24280
2024-01-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Hardware,-21514,-23217,-22873
2024-01-01,16,Other,Interest Income,Nordics,Hardware,4464,5066,4798
2024-01-01,17,Other,Interest Expense,Nordics,Hardware,-10334,-11820,-11596
2024-01-01,18,Other,FX Gain/(Loss),Nordics,Hardware,-5625,-6332,-5979
2024-01-01,19,Other,Other Income/(Expense),Nordics,Hardware,7747,8443,8561
2024-01-01,20,Other,Income Tax,Nordics,Hardware,-35287,-37992,-36442
2024-02-01,1,Revenue,Product Revenue,France,Software,781230,882463,833121
2024-02-01,2,Revenue,Subscription Revenue,France,Software,614796,661847,670396
2024-02-01,3,Revenue,Service Revenue,France,Software,355897,386078,371556
2024-02-01,4,Revenue,Support & Maintenance,France,Software,181569,198554,187144
2024-02-01,5,COGS,Direct Materials,France,Software,-250788,-272127,-256448
2024-02-01,6,COGS,Direct Labor,France,Software,-227633,-251194,-252704
2024-02-01,7,COGS,Cloud & Hosting,France,Software,-116333,-125597,-119406
2024-02-01,8,COGS,Support Delivery,France,Software,-85878,-94198,-95143
2024-02-01,9,Operating Expenses,Sales,France,Software,-165740,-188396,-190583
2024-02-01,10,Operating Expenses,Marketing,France,Software,-137734,-156996,-159518
2024-02-01,11,Operating Expenses,Research & Development,France,Software,-206025,-230261,-226560
2024-02-01,12,Operating Expenses,General & Administrative,France,Software,-121838,-136064,-132130
2024-02-01,13,Operating Expenses,IT & Systems,France,Software,-66576,-73265,-69728
2024-02-01,14,Operating Expenses,Facilities & Rent,France,Software,-56728,-62799,-62509
2024-02-01,15,Operating Expenses,Depreciation & Amort.,France,Software,-53924,-57565,-57015
2024-02-01,16,Other,Interest Income,France,Software,11621,12560,12316
2024-02-01,17,Other,Interest Expense,France,Software,-27423,-29306,-28014
2024-02-01,18,Other,FX Gain/(Loss),France,Software,-13866,-15700,-15000
2024-02-01,19,Other,Other Income/(Expense),France,Software,18536,20933,21263
2024-02-01,20,Other,Income Tax,France,Software,-87207,-94198,-95381
2024-02-01,1,Revenue,Product Revenue,France,Services,492510,529478,538832
2024-02-01,2,Revenue,Subscription Revenue,France,Services,349273,397108,398763
2024-02-01,3,Revenue,Service Revenue,France,Services,213890,231647,220680
2024-02-01,4,Revenue,Support & Maintenance,France,Services,112241,119133,119554
2024-02-01,5,COGS,Direct Materials,France,Services,-146655,-163276,-154998
2024-02-01,6,COGS,Direct Labor,France,Services,-142259,-150717,-146949
2024-02-01,7,COGS,Cloud & Hosting,France,Services,-68336,-75358,-74076
2024-02-01,8,COGS,Support Delivery,France,Services,-52088,-56519,-57224
2024-02-01,9,Operating Expenses,Sales,France,Services,-99855,-113037,-113709
2024-02-01,10,Operating Expenses,Marketing,France,Services,-86047,-94198,-88758
2024-02-01,11,Operating Expenses,Research & Development,France,Services,-128484,-138157,-139644
2024-02-01,12,Operating Expenses,General & Administrative,France,Services,-74231,-81638,-81729
2024-02-01,13,Operating Expenses,IT & Systems,France,Services,-41114,-43959,-41520
2024-02-01,14,Operating Expenses,Facilities & Rent,France,Services,-33512,-37679,-35799
2024-02-01,15,Operating Expenses,Depreciation & Amort.,France,Services,-30300,-34539,-32609
2024-02-01,16,Other,Interest Income,France,Services,6865,7536,7556
2024-02-01,17,Other,Interest Expense,France,Services,-16518,-17584,-17106
2024-02-01,18,Other,FX Gain/(Loss),France,Services,-8898,-9420,-9158
2024-02-01,19,Other,Other Income/(Expense),France,Services,11312,12560,12288
2024-02-01,20,Other,Income Tax,France,Services,-52174,-56519,-55665
2024-02-01,1,Revenue,Product Revenue,France,Hardware,638561,705971,689208
2024-02-01,2,Revenue,Subscription Revenue,France,Hardware,472719,529478,539300
2024-02-01,3,Revenue,Service Revenue,France,Hardware,279132,308862,313923
2024-02-01,4,Revenue,Support & Maintenance,France,Hardware,143659,158843,153263
2024-02-01,5,COGS,Direct Materials,France,Hardware,-195541,-217702,-216510
2024-02-01,6,COGS,Direct Labor,France,Hardware,-177580,-200955,-198563
2024-02-01,7,COGS,Cloud & Hosting,France,Hardware,-87871,-100478,-95645
2024-02-01,8,COGS,Support Delivery,France,Hardware,-68542,-75358,-76506
2024-02-01,9,Operating Expenses,Sales,France,Hardware,-140700,-150717,-143206
2024-02-01,10,Operating Expenses,Marketing,France,Hardware,-112060,-125597,-127091
2024-02-01,11,Operating Expenses,Research & Development,France,Hardware,-163190,-184209,-186624
2024-02-01,12,Operating Expenses,General & Administrative,France,Hardware,-101917,-108851,-104699
2024-02-01,13,Operating Expenses,IT & Systems,France,Hardware,-53954,-58612,-58916
2024-02-01,14,Operating Expenses,Facilities & Rent,France,Hardware,-47368,-50239,-50792
2024-02-01,15,Operating Expenses,Depreciation & Amort.,France,Hardware,-42440,-46052,-45547
2024-02-01,16,Other,Interest Income,France,Hardware,9083,10048,9606
2024-02-01,17,Other,Interest Expense,France,Hardware,-21447,-23445,-22130
2024-02-01,18,Other,FX Gain/(Loss),France,Hardware,-11227,-12560,-12159
2024-02-01,19,Other,Other Income/(Expense),France,Hardware,-15645,-16746,-16770
2024-02-01,20,Other,Income Tax,France,Hardware,-67621,-75358,-73090
2024-02-01,1,Revenue,Product Revenue,Germany,Software,953870,1058956,1039489
2024-02-01,2,Revenue,Subscription Revenue,Germany,Software,724663,794217,788536
2024-02-01,3,Revenue,Service Revenue,Germany,Software,423390,463293,456203
2024-02-01,4,Revenue,Support & Maintenance,Germany,Software,223855,238265,229750
2024-02-01,5,COGS,Direct Materials,Germany,Software,-293569,-326552,-323030
2024-02-01,6,COGS,Direct Labor,Germany,Software,-277797,-301433,-300833
2024-02-01,7,COGS,Cloud & Hosting,Germany,Software,-132755,-150717,-142016
2024-02-01,8,COGS,Support Delivery,Germany,Software,-103994,-113037,-111110
2024-02-01,9,Operating Expenses,Sales,Germany,Software,-212409,-226075,-223574
2024-02-01,10,Operating Expenses,Marketing,Germany,Software,-165126,-188396,-188103
2024-02-01,11,Operating Expenses,Research & Development,Germany,Software,-245329,-276314,-274783
2024-02-01,12,Operating Expenses,General & Administrative,Germany,Software,-152200,-163276,-165674
2024-02-01,13,Operating Expenses,IT & Systems,Germany,Software,-77359,-87918,-87784
2024-02-01,14,Operating Expenses,Facilities & Rent,Germany,Software,-69139,-75358,-74062
2024-02-01,15,Operating Expenses,Depreciation & Amort.,Germany,Software,-63548,-69078,-65132
2024-02-01,16,Other,Interest Income,Germany,Software,14109,15072,14389
2024-02-01,17,Other,Interest Expense,Germany,Software,-32191,-35167,-35681
2024-02-01,18,Other,FX Gain/(Loss),Germany,Software,17024,18840,18931
2024-02-01,19,Other,Other Income/(Expense),Germany,Software,-23751,-25119,-24391
2024-02-01,20,Other,Income Tax,Germany,Software,-99248,-113037,-111527
2024-02-01,1,Revenue,Product Revenue,Germany,Services,562791,635374,617619
2024-02-01,2,Revenue,Subscription Revenue,Germany,Services,441269,476530,467909
2024-02-01,3,Revenue,Service Revenue,Germany,Services,244168,277976,281330
2024-02-01,4,Revenue,Support & Maintenance,Germany,Services,130394,142959,135762
2024-02-01,5,COGS,Direct Materials,Germany,Services,-181644,-195931,-191238
2024-02-01,6,COGS,Direct Labor,Germany,Services,-171122,-180860,-177187
2024-02-01,7,COGS,Cloud & Hosting,Germany,Services,-79329,-90430,-87364
2024-02-01,8,COGS,Support Delivery,Germany,Services,-62347,-67822,-68562
2024-02-01,9,Operating Expenses,Sales,Germany,Services,-124217,-135645,-132684
2024-02-01,10,Operating Expenses,Marketing,Germany,Services,-101646,-113037,-108887
2024-02-01,11,Operating Expenses,Research & Development,Germany,Services,-147132,-165788,-163082
2024-02-01,12,Operating Expenses,General & Administrative,Germany,Services,-92364,-97966,-94250
2024-02-01,13,Operating Expenses,IT & Systems,Germany,Services,-48213,-52751,-53166
2024-02-01,14,Operating Expenses,Facilities & Rent,Germany,Services,-40244,-45215,-45245
2024-02-01,15,Operating Expenses,Depreciation & Amort.,Germany,Services,-39093,-41447,-40234
2024-02-01,16,Other,Interest Income,Germany,Services,8025,9043,8852
2024-02-01,17,Other,Interest Expense,Germany,Services,-19621,-21100,-21391
2024-02-01,18,Other,FX Gain/(Loss),Germany,Services,10134,11304,10810
2024-02-01,19,Other,Other Income/(Expense),Germany,Services,-14118,-15072,-14544
2024-02-01,20,Other,Income Tax,Germany,Services,-60991,-67822,-65468
2024-02-01,1,Revenue,Product Revenue,Germany,Hardware,791266,847165,842566
2024-02-01,2,Revenue,Subscription Revenue,Germany,Hardware,583901,635374,637241
2024-02-01,3,Revenue,Service Revenue,Germany,Hardware,328991,370635,357168
2024-02-01,4,Revenue,Support & Maintenance,Germany,Hardware,172073,190612,179849
2024-02-01,5,COGS,Direct Materials,Germany,Hardware,-231214,-261242,-256569
2024-02-01,6,COGS,Direct Labor,Germany,Hardware,-224416,-241146,-243250
2024-02-01,7,COGS,Cloud & Hosting,Germany,Hardware,-108443,-120573,-116768
2024-02-01,8,COGS,Support Delivery,Germany,Hardware,-83170,-90430,-89386
2024-02-01,9,Operating Expenses,Sales,Germany,Hardware,-163711,-180860,-178706
2024-02-01,10,Operating Expenses,Marketing,Germany,Hardware,-139445,-150717,-149517
2024-02-01,11,Operating Expenses,Research & Development,Germany,Hardware,-199487,-221051,-216728
2024-02-01,12,Operating Expenses,General & Administrative,Germany,Hardware,-115430,-130621,-126464
2024-02-01,13,Operating Expenses,IT & Systems,Germany,Hardware,-62328,-70334,-67839
2024-02-01,14,Operating Expenses,Facilities & Rent,Germany,Hardware,-55219,-60287,-60061
2024-02-01,15,Operating Expenses,Depreciation & Amort.,Germany,Hardware,-50284,-55263,-54255
2024-02-01,16,Other,Interest Income,Germany,Hardware,10703,12057,12022
2024-02-01,17,Other,Interest Expense,Germany,Hardware,-25294,-28134,-26824
2024-02-01,18,Other,FX Gain/(Loss),Germany,Hardware,-13796,-15072,-14268
2024-02-01,19,Other,Other Income/(Expense),Germany,Hardware,-17946,-20096,-20363
2024-02-01,20,Other,Income Tax,Germany,Hardware,-79228,-90430,-91247
2024-02-01,1,Revenue,Product Revenue,United Kingdom,Software,718480,794217,779179
2024-02-01,2,Revenue,Subscription Revenue,United Kingdom,Software,556429,595663,582809
2024-02-01,3,Revenue,Service Revenue,United Kingdom,Software,312569,347470,334981
2024-02-01,4,Revenue,Support & Maintenance,United Kingdom,Software,168989,178699,171299
2024-02-01,5,COGS,Direct Materials,United Kingdom,Software,-222563,-244914,-232404
2024-02-01,6,COGS,Direct Labor,United Kingdom,Software,-208437,-226075,-217654
2024-02-01,7,COGS,Cloud & Hosting,United Kingdom,Software,-101695,-113037,-109835
2024-02-01,8,COGS,Support Delivery,United Kingdom,Software,-77443,-84778,-83471
2024-02-01,9,Operating Expenses,Sales,United Kingdom,Software,-152638,-169556,-160471
2024-02-01,10,Operating Expenses,Marketing,United Kingdom,Software,-126551,-141297,-139982
2024-02-01,11,Operating Expenses,Research & Development,United Kingdom,Software,-185085,-207235,-197658
2024-02-01,12,Operating Expenses,General & Administrative,United Kingdom,Software,-113063,-122457,-118997
2024-02-01,13,Operating Expenses,IT & Systems,United Kingdom,Software,-59693,-65938,-65118
2024-02-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Software,-50946,-56519,-55415
2024-02-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Software,-45698,-51809,-51739
2024-02-01,16,Other,Interest Income,United Kingdom,Software,10019,11304,11076
2024-02-01,17,Other,Interest Expense,United Kingdom,Software,-23209,-26375,-26780
2024-02-01,18,Other,FX Gain/(Loss),United Kingdom,Software,-12768,-14130,-14401
2024-02-01,19,Other,Other Income/(Expense),United Kingdom,Software,16926,18840,17959
